Date,ON,1M,2M,3M,6M
2026-05-27,3.6300,3.6215,3.6374,3.6580,3.7156
2026-05-28,3.6200,3.6200,3.6405,3.6578,3.7145
2026-05-29,3.6300,3.6165,3.6377,3.6547,3.7056
2026-06-01,3.6500,3.6150,3.6323,3.6523,3.7100
2026-06-02,3.6300,3.6125,3.6307,3.6479,3.7066
2026-06-03,3.6100,3.6103,3.6296,3.6507,3.7161
2026-06-04,3.6200,3.6153,3.6345,3.6495,3.7047
2026-06-05,3.6300,3.6194,3.6412,3.6607,3.7385
2026-06-08,3.6300,3.6204,3.6439,3.6651,3.7510
2026-06-09,3.6000,3.6199,3.6420,3.6612,3.7401
2026-06-10,3.5900,3.6187,3.6430,3.6651,3.7490
2026-06-11,3.6000,3.6257,3.6483,3.6628,3.7252
2026-06-12,3.6500,3.6283,3.6488,3.6634,3.7292
2026-06-15,3.6900,3.6296,3.6500,3.6661,3.7324
2026-06-16,3.6300,3.6298,3.6538,3.6696,3.7350
2026-06-17,3.6300,3.6438,3.6903,3.7237,3.8441
2026-06-18,3.6200,3.6455,3.6960,3.7312,3.8583
2026-06-22,3.6100,3.6480,3.6987,3.7377,3.8761
2026-06-23,3.6200,3.6510,3.7010,3.7391,3.8725
2026-06-24,3.6200,3.6522,3.6996,3.7395,3.8572
2026-06-25,3.6400,3.6432,3.6956,3.7305,3.8460
2026-06-26,3.6200,3.6368,3.6870,3.7219,3.8303
2026-06-29,3.6200,3.6548,3.6971,3.7340,3.8510
2026-06-30,3.6800,3.6571,3.7020,3.7438,3.8730
2026-07-01,3.6600,3.6644,3.7037,3.7446,3.8662
2026-07-02,3.6400,3.6600,3.6881,3.7213,3.8274
2026-07-06,3.6300,3.6715,3.6991,3.7364,3.8379
2026-07-07,3.6200,3.6723,3.7029,3.7474,3.8670
2026-07-08,3.5800,3.6659,3.7025,3.7570,3.8830
2026-07-09,3.5300,3.6586,3.6877,3.7383,3.8589
2026-07-10,3.5500,3.6830,3.7133,3.7672,3.8925
